id,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price
53778555,Copacabana,Entire home/apt,4,1.0,2.0,2.0,1350.0
53831969,Copacabana,Entire home/apt,4,2.0,3.0,5.0,500.0
53832186,Copacabana,Entire home/apt,5,1.0,1.0,1.0,1100.0
53832388,Ipanema,Entire home/apt,4,2.0,1.0,2.0,1168.0
53832553,Engenho Novo,Shared room,16,4.0,1.0,11.0,105.0
53834859,Barra da Tijuca,Entire home/apt,10,4.5,5.0,8.0,5200.0
53842746,Copacabana,Entire home/apt,3,1.0,1.0,2.0,1000.0
53842853,Ipanema,Entire home/apt,7,1.0,3.0,4.0,1357.0
53842961,Ipanema,Entire home/apt,5,1.5,2.0,3.0,2200.0
53844695,Ipanema,Entire home/apt,3,1.0,1.0,3.0,1264.0
53778671,Leblon,Entire home/apt,2,,1.0,,
53779029,São Conrado,Private room,4,,1.0,,
53779161,Botafogo,Entire home/apt,3,1.0,2.0,3.0,514.0
53779374,Copacabana,Entire home/apt,4,,2.0,,
53779538,Copacabana,Entire home/apt,4,1.0,1.0,2.0,214.0
53780670,Flamengo,Entire home/apt,5,2.0,2.0,4.0,225.0
53781066,Copacabana,Entire home/apt,4,1.0,1.0,2.0,130.0
53782119,Camorim,Entire home/apt,5,,1.0,,
53782911,Copacabana,Entire home/apt,6,2.0,2.0,3.0,1429.0
53784190,São Cristóvão,Private room,6,1.0,1.0,5.0,181.0
53788377,Leblon,Entire home/apt,3,1.0,1.0,1.0,700.0
53789810,Vidigal,Entire home/apt,3,,1.0,,
53845023,Barra da Tijuca,Entire home/apt,5,0.0,2.0,4.0,690.0
53846542,Ipanema,Entire home/apt,3,1.0,1.0,2.0,1043.0
53849175,Ipanema,Private room,1,1.5,1.0,2.0,223.0
53849244,Ipanema,Entire home/apt,4,1.5,1.0,2.0,1000.0
53850215,Copacabana,Entire home/apt,4,1.0,1.0,2.0,943.0
53854807,Centro,Private room,1,1.0,1.0,1.0,100.0
53855365,Recreio dos Bandeirantes,Entire home/apt,8,5.0,4.0,4.0,2500.0
53855900,Vidigal,Entire home/apt,6,1.0,2.0,3.0,1343.0
53856816,Recreio dos Bandeirantes,Entire home/apt,2,1.0,1.0,1.0,464.0
53790013,Leblon,Entire home/apt,4,1.0,1.0,2.0,778.0
53790356,Tijuca,Entire home/apt,2,1.0,1.0,1.0,330.0
53791247,Copacabana,Entire home/apt,2,1.0,1.0,1.0,929.0
53791516,Glória,Entire home/apt,4,2.0,2.0,4.0,588.0
53791630,Centro,Entire home/apt,4,1.0,1.0,1.0,369.0
53792630,Barra da Tijuca,Entire home/apt,12,6.5,5.0,1.0,6100.0
53792932,Ipanema,Entire home/apt,5,2.0,3.0,3.0,2500.0
53793597,Copacabana,Entire home/apt,2,1.0,1.0,3.0,414.0
53858644,Copacabana,Entire home/apt,3,1.0,1.0,1.0,636.0
53860737,Copacabana,Entire home/apt,6,1.0,2.0,3.0,1985.0
53861210,Curicica,Entire home/apt,2,1.0,1.0,4.0,493.0
53861261,Leblon,Entire home/apt,4,1.0,1.0,1.0,1161.0
53862622,Copacabana,Entire home/apt,4,,2.0,,
53863411,Leblon,Entire home/apt,5,2.5,2.0,4.0,3486.0
53864391,Centro,Entire home/apt,5,1.0,1.0,2.0,377.0
53864944,Copacabana,Entire home/apt,2,1.0,1.0,2.0,720.0
53866058,Joá,Entire home/apt,12,7.5,5.0,6.0,12917.0
53866779,Copacabana,Entire home/apt,4,1.0,2.0,3.0,4500.0
53794100,Leblon,Entire home/apt,4,1.0,1.0,2.0,1500.0
53796244,Ipanema,Entire home/apt,4,2.0,1.0,2.0,1190.0
53796348,Leblon,Entire home/apt,2,1.0,1.0,2.0,1043.0
53797431,Copacabana,Entire home/apt,5,1.0,1.0,3.0,1400.0
53797447,Ipanema,Entire home/apt,4,1.0,1.0,2.0,1200.0
53798030,Copacabana,Entire home/apt,4,2.0,2.0,2.0,2070.0
53798110,Engenho Novo,Shared room,16,4.0,1.0,16.0,105.0
53798405,Copacabana,Entire home/apt,8,3.0,3.0,4.0,2709.0
53798737,Copacabana,Entire home/apt,4,1.0,1.0,4.0,250.0
53799158,Copacabana,Private room,2,,,,
53800433,Copacabana,Entire home/apt,4,1.0,1.0,1.0,224.0
53802711,Leblon,Entire home/apt,2,1.0,1.0,1.0,958.0
53804885,Copacabana,Entire home/apt,3,1.0,1.0,1.0,250.0
53867110,Copacabana,Entire home/apt,4,1.0,1.0,2.0,415.0
53867524,Barra da Tijuca,Entire home/apt,2,1.0,1.0,1.0,5500.0
53871763,São Conrado,Private room,2,1.0,1.0,1.0,220.0
53872296,Copacabana,Entire home/apt,5,2.0,2.0,2.0,786.0
53872906,Engenho Novo,Shared room,16,4.0,1.0,10.0,105.0
53874169,Ipanema,Entire home/apt,5,,3.0,,
53875213,Gamboa,Private room,2,2.0,1.0,1.0,200.0
53876697,Santa Teresa,Entire home/apt,2,1.0,1.0,2.0,361.0
53878606,Vidigal,Entire home/apt,4,1.0,1.0,2.0,857.0
53879030,Barra da Tijuca,Entire home/apt,6,2.0,3.0,5.0,2830.0
53807663,Copacabana,Entire home/apt,2,1.0,1.0,1.0,514.0
53807759,Urca,Entire home/apt,4,2.0,2.0,3.0,1000.0
53808553,Centro,Entire home/apt,6,1.0,1.0,2.0,246.0
53809755,Olaria,Entire home/apt,2,1.0,1.0,2.0,140.0
53810160,Copacabana,Entire home/apt,4,1.5,2.0,3.0,320.0
53810829,Botafogo,Entire home/apt,5,1.0,1.0,3.0,600.0
53811520,Copacabana,Entire home/apt,5,1.0,1.0,2.0,1271.0
53812012,Ipanema,Entire home/apt,4,1.5,1.0,2.0,600.0
53879752,Centro,Entire home/apt,2,1.0,1.0,1.0,250.0
53881759,Botafogo,Entire home/apt,5,2.0,2.0,6.0,891.0
53884865,Copacabana,Entire home/apt,3,1.0,1.0,1.0,1070.0
53885653,Barra de Guaratiba,Entire home/apt,4,2.0,1.0,2.0,650.0
53886181,Alto da Boa Vista,Entire home/apt,16,,10.0,20.0,9000.0
53886369,Copacabana,Entire home/apt,4,1.0,1.0,2.0,679.0
53886645,Leme,Entire home/apt,6,3.0,2.0,4.0,2712.0
53886975,Copacabana,Entire home/apt,2,1.0,1.0,1.0,333.0
53887393,Copacabana,Entire home/apt,2,1.0,1.0,1.0,310.0
53813019,Laranjeiras,Entire home/apt,3,1.0,1.0,2.0,593.0
53813553,Gávea,Entire home/apt,4,3.0,2.0,2.0,1229.0
53813673,Copacabana,Entire home/apt,4,1.0,1.0,2.0,836.0
53814120,Barra da Tijuca,Entire home/apt,6,2.0,1.0,3.0,1000.0
53814186,Leblon,Entire home/apt,4,2.0,4.0,2.0,1300.0
53814230,Copacabana,Entire home/apt,2,1.0,1.0,1.0,721.0
53814376,Botafogo,Entire home/apt,3,1.0,1.0,2.0,581.0
53815420,Ipanema,Entire home/apt,6,1.0,3.0,4.0,1850.0
53815569,Copacabana,Entire home/apt,4,1.0,1.0,1.0,1800.0
53815828,Copacabana,Private room,2,1.0,1.0,4.0,899.0
53815984,Jacarepaguá,Entire home/apt,4,,2.0,,
53816845,Glória,Entire home/apt,2,1.0,1.0,1.0,729.0
53817413,Vidigal,Entire home/apt,6,,3.0,,
53935896,Copacabana,Entire home/apt,4,1.0,1.0,2.0,740.0
53887951,Copacabana,Entire home/apt,4,2.0,2.0,2.0,1409.0
53888312,Copacabana,Entire home/apt,2,1.0,1.0,1.0,800.0
53892451,Barra da Tijuca,Entire home/apt,7,2.5,3.0,3.0,4900.0
53894076,Flamengo,Entire home/apt,2,1.0,0.0,2.0,600.0
53894748,Pedra de Guaratiba,Private room,3,1.0,1.0,2.0,180.0
53894769,Glória,Entire home/apt,4,1.0,1.0,3.0,520.0
53899332,Botafogo,Private room,1,1.5,2.0,2.0,300.0
53900432,Barra da Tijuca,Entire home/apt,5,2.5,2.0,3.0,1264.0
53902801,Barra da Tijuca,Entire home/apt,4,2.0,2.0,2.0,627.0
53936879,Ipanema,Entire home/apt,4,1.0,0.0,2.0,1991.0
53938066,Copacabana,Entire home/apt,4,1.0,2.0,3.0,370.0
53939623,Botafogo,Entire home/apt,2,1.0,1.0,1.0,671.0
53940377,Copacabana,Entire home/apt,4,1.0,2.0,2.0,550.0
53940501,Copacabana,Entire home/apt,4,1.0,1.0,1.0,1350.0
53940609,Leme,Entire home/apt,4,1.0,1.0,1.0,643.0
53940777,Leme,Entire home/apt,3,1.0,2.0,2.0,986.0
53903432,Leblon,Private room,2,1.5,1.0,1.0,277.0
53906638,Santa Teresa,Entire home/apt,3,,,,
53907310,Copacabana,Shared room,2,1.0,1.0,1.0,500.0
53910180,Barra da Tijuca,Entire home/apt,4,2.0,2.0,2.0,1054.0
53911442,Barra da Tijuca,Private room,2,1.0,1.0,2.0,800.0
53912537,Botafogo,Private room,2,1.0,1.0,1.0,486.0
53914378,Copacabana,Entire home/apt,4,1.0,1.0,3.0,651.0
53914782,Copacabana,Entire home/apt,7,1.0,3.0,5.0,3221.0
53915800,Copacabana,Entire home/apt,3,1.0,1.0,1.0,599.0
53941466,Copacabana,Entire home/apt,2,1.5,1.0,1.0,502.0
53941496,Recreio dos Bandeirantes,Entire home/apt,2,1.0,1.0,2.0,310.0
53942584,Leblon,Entire home/apt,2,1.0,1.0,1.0,890.0
53946122,Flamengo,Entire home/apt,4,1.0,1.0,2.0,352.0
53916320,Barra da Tijuca,Entire home/apt,2,1.0,1.0,1.0,736.0
53918114,Barra da Tijuca,Entire home/apt,6,2.0,2.0,5.0,1306.0
53918621,Copacabana,Entire home/apt,3,1.0,2.0,3.0,25000.0
53919504,Leblon,Entire home/apt,2,2.0,1.0,1.0,600.0
53920104,Leblon,Private room,2,1.0,1.0,1.0,550.0
53920725,Barra da Tijuca,Entire home/apt,4,2.0,2.0,1.0,1186.0
53921227,Copacabana,Entire home/apt,6,2.5,2.0,5.0,1293.0
53922527,Leme,Private room,2,,,,
53922924,Copacabana,Entire home/apt,4,1.0,1.0,2.0,386.0
53923302,Copacabana,Entire home/apt,8,2.0,2.0,4.0,1351.0
53946799,Copacabana,Entire home/apt,8,2.0,3.0,5.0,2128.0
53946830,Botafogo,Entire home/apt,2,2.0,1.0,1.0,450.0
53947348,Copacabana,Entire home/apt,4,1.0,1.0,2.0,686.0
53948040,Urca,Entire home/apt,4,0.0,0.0,2.0,1200.0
53949552,Jacarepaguá,Private room,1,1.0,1.0,2.0,312.0
53949554,Copacabana,Entire home/apt,3,1.0,1.0,2.0,943.0
53950966,Leblon,Entire home/apt,2,1.0,1.0,1.0,4000.0
53951513,Copacabana,Entire home/apt,5,1.0,2.0,3.0,657.0
53951992,Copacabana,Entire home/apt,3,1.0,1.0,1.0,687.0
53952080,Recreio dos Bandeirantes,Entire home/apt,4,2.0,1.0,3.0,669.0
53923442,Glória,Entire home/apt,2,1.0,1.0,1.0,250.0
53923486,Copacabana,Entire home/apt,3,1.0,1.0,2.0,291.0
53924193,Botafogo,Entire home/apt,2,1.0,1.0,1.0,616.0
53924315,Leblon,Private room,2,1.0,1.0,1.0,671.0
53925267,Barra da Tijuca,Entire home/apt,4,1.0,1.0,2.0,1000.0
53925563,Vasco da Gama,Entire home/apt,3,1.0,2.0,3.0,371.0
53928294,Leme,Entire home/apt,3,1.5,1.0,2.0,471.0
53929079,Vargem Grande,Entire home/apt,5,2.5,2.0,8.0,888.0
53929751,Cosme Velho,Entire home/apt,4,2.0,2.0,3.0,836.0
53952561,Rio Comprido,Entire home/apt,4,1.0,2.0,2.0,950.0
53952919,Copacabana,Entire home/apt,4,1.0,1.0,2.0,589.0
53953860,Copacabana,Entire home/apt,8,3.0,3.0,6.0,1091.0
53953902,Copacabana,Private room,3,1.0,1.0,1.0,993.0
53953997,Estácio,Entire home/apt,12,2.0,2.0,4.0,964.0
53954834,Barra da Tijuca,Entire home/apt,5,2.0,2.0,3.0,879.0
53956158,Botafogo,Entire home/apt,2,1.0,1.0,2.0,584.0
53930185,Copacabana,Entire home/apt,6,1.0,1.0,4.0,943.0
53930408,Recreio dos Bandeirantes,Entire home/apt,6,2.0,3.0,4.0,1099.0
53931378,Ipanema,Entire home/apt,4,1.0,1.0,3.0,291.0
53931689,Copacabana,Entire home/apt,3,1.0,1.0,2.0,980.0
53931864,Gávea,Entire home/apt,4,2.0,2.0,3.0,786.0
53932421,Copacabana,Entire home/apt,4,1.0,1.0,2.0,700.0
53932752,Ipanema,Entire home/apt,5,1.0,2.0,2.0,2320.0
53932892,Ipanema,Private room,2,1.0,1.0,1.0,554.0
53933115,Ipanema,Entire home/apt,3,1.0,1.0,1.0,937.0
53956222,Copacabana,Entire home/apt,5,,2.0,,
53957980,Flamengo,Entire home/apt,4,1.0,1.0,2.0,668.0
53962292,Santa Teresa,Shared room,13,2.5,1.0,14.0,607.0
53963387,Barra da Tijuca,Entire home/apt,2,1.0,1.0,1.0,750.0
53963919,Jacarepaguá,Entire home/apt,4,1.0,2.0,3.0,3000.0
53964211,Copacabana,Entire home/apt,3,1.0,1.0,2.0,959.0
53964485,Copacabana,Private room,3,0.0,0.0,2.0,614.0
53966173,Leblon,Entire home/apt,4,,2.0,,
53967209,Ipanema,Entire home/apt,6,5.0,3.0,4.0,2400.0
53967411,Barra da Tijuca,Entire home/apt,4,1.0,1.0,3.0,84.0
53967455,Botafogo,Private room,3,,2.0,,
53969518,Santa Teresa,Private room,3,2.0,1.0,3.0,195.0
53970086,Leblon,Entire home/apt,4,,2.0,,
53970189,Ipanema,Entire home/apt,4,1.5,2.0,3.0,466.0
53933994,Ipanema,Private room,4,1.0,1.0,1.0,620.0
53935541,Copacabana,Entire home/apt,4,1.0,1.0,2.0,557.0
54019219,Camorim,Entire home/apt,2,1.0,1.0,1.0,427.0
54019420,Copacabana,Entire home/apt,2,1.5,1.0,1.0,800.0
54019700,Camorim,Entire home/apt,3,1.0,1.0,1.0,539.0
54020259,Andaraí,Entire home/apt,4,1.5,0.0,1.0,364.0
54020330,Jacarepaguá,Entire home/apt,5,1.0,2.0,0.0,500.0
54020804,Copacabana,Entire home/apt,4,1.0,0.0,2.0,914.0
54021173,Barra da Tijuca,Entire home/apt,3,1.0,1.0,2.0,1071.0
54021901,Barra da Tijuca,Entire home/apt,3,1.0,1.0,2.0,1071.0
53970381,Copacabana,Entire home/apt,7,1.0,2.0,3.0,
53971779,Copacabana,Entire home/apt,2,1.0,1.0,1.0,423.0
53972239,Ipanema,Entire home/apt,3,1.0,1.0,1.0,707.0
53978101,Jacarepaguá,Private room,2,,,,
53978551,Copacabana,Entire home/apt,6,2.0,3.0,5.0,2148.0
53980078,Copacabana,Entire home/apt,11,3.5,4.0,8.0,2508.0
53980594,Barra da Tijuca,Entire home/apt,5,2.5,2.0,4.0,1057.0
53980848,Centro,Entire home/apt,4,1.0,1.0,2.0,534.0
53980936,Leblon,Entire home/apt,4,1.0,1.0,2.0,2317.0
53981404,Copacabana,Entire home/apt,2,1.0,1.0,1.0,508.0
53983967,Copacabana,Entire home/apt,6,1.5,2.0,2.0,1557.0
53986103,Copacabana,Entire home/apt,4,1.0,1.0,1.0,849.0
53986578,Barra da Tijuca,Private room,2,1.0,1.0,1.0,399.0
54022363,Copacabana,Entire home/apt,4,1.0,1.0,2.0,750.0
54022820,São Cristóvão,Private room,2,,,,
54022864,Leblon,Entire home/apt,2,0.0,1.0,1.0,850.0
54023346,Leblon,Entire home/apt,4,2.0,2.0,2.0,550.0
54023472,Copacabana,Entire home/apt,4,,1.0,,
54024081,Leblon,Entire home/apt,4,1.5,2.0,3.0,1071.0
54028576,Barra da Tijuca,Entire home/apt,3,1.0,1.0,1.0,350.0
54029020,Barra da Tijuca,Entire home/apt,2,1.0,1.0,1.0,686.0
54029195,Copacabana,Entire home/apt,6,1.0,3.0,4.0,689.0
54030080,Copacabana,Entire home/apt,3,1.0,1.0,2.0,862.0
53987784,Copacabana,Private room,1,1.0,1.0,1.0,190.0
53988363,Leblon,Entire home/apt,5,2.0,1.0,2.0,1017.0
53988937,Leblon,Entire home/apt,4,1.5,1.0,1.0,899.0
53989604,Copacabana,Entire home/apt,3,1.0,1.0,2.0,783.0
53990790,Copacabana,Entire home/apt,7,2.0,2.0,5.0,1511.0
53991069,Ipanema,Entire home/apt,2,1.0,1.0,0.0,4000.0
53991130,Flamengo,Private room,4,1.5,1.0,1.0,217.0
54031165,Grajaú,Entire home/apt,4,2.0,2.0,3.0,400.0
54031484,Santa Teresa,Entire home/apt,6,1.0,2.0,3.0,1228.0
54031554,Barra da Tijuca,Entire home/apt,4,2.0,2.0,3.0,629.0
54032023,Copacabana,Entire home/apt,4,1.0,1.0,2.0,720.0
54032578,Centro,Entire home/apt,2,1.0,1.0,1.0,233.0
54033232,Vidigal,Entire home/apt,4,2.0,2.0,3.0,789.0
54033390,Copacabana,Private room,3,1.5,1.0,1.0,390.0
54033597,Copacabana,Entire home/apt,3,1.0,1.0,2.0,1206.0
54034165,Copacabana,Entire home/apt,4,1.0,1.0,1.0,900.0
53991186,Copacabana,Entire home/apt,2,1.0,1.0,1.0,1086.0
53991594,Recreio dos Bandeirantes,Entire home/apt,4,2.0,2.0,4.0,550.0
53993140,Barra da Tijuca,Entire home/apt,4,1.0,1.0,2.0,224.0
53993156,Barra da Tijuca,Entire home/apt,4,1.5,1.0,2.0,1150.0
53996844,Copacabana,Entire home/apt,6,2.0,2.0,3.0,1200.0
53997045,Botafogo,Entire home/apt,3,1.0,2.0,2.0,250.0
53999152,Vila da Penha,Entire home/apt,4,1.5,2.0,2.0,220.0
53999666,Copacabana,Entire home/apt,3,1.0,1.0,1.0,500.0
54000352,Recreio dos Bandeirantes,Entire home/apt,8,2.0,3.0,6.0,1047.0
54001525,Botafogo,Entire home/apt,3,1.0,1.0,4.0,457.0
54002010,Centro,Entire home/apt,2,1.0,1.0,1.0,170.0
54003586,Recreio dos Bandeirantes,Entire home/apt,6,3.0,3.0,4.0,737.0
54004646,Copacabana,Entire home/apt,4,1.0,1.0,2.0,530.0
54006019,Urca,Entire home/apt,7,4.5,3.0,5.0,4487.0
54006235,Barra da Tijuca,Private room,2,1.0,1.0,1.0,45000.0
54034255,Copacabana,Entire home/apt,6,3.0,3.0,3.0,2100.0
54035527,Copacabana,Entire home/apt,5,1.0,1.0,2.0,761.0
54035947,Ipanema,Entire home/apt,5,,2.0,,
54035973,Copacabana,Private room,2,1.0,1.0,1.0,380.0
54036277,Leblon,Entire home/apt,4,2.5,2.0,3.0,1190.0
54036615,Santa Teresa,Entire home/apt,4,,1.0,,
54037316,Ipanema,Entire home/apt,3,1.0,1.0,1.0,1043.0
54037378,Glória,Entire home/apt,5,2.0,2.0,3.0,554.0
54038224,Ipanema,Private room,6,1.0,1.0,2.0,657.0
54006683,Taquara,Private room,1,1.0,1.0,1.0,300.0
54006732,Jacarepaguá,Entire home/apt,5,2.0,2.0,4.0,800.0
54007126,Barra da Tijuca,Entire home/apt,5,1.0,3.0,6.0,1357.0
54008114,Copacabana,Entire home/apt,3,,1.0,,
54010328,Copacabana,Entire home/apt,2,1.0,1.0,1.0,621.0
54010795,Centro,Entire home/apt,5,2.0,3.0,4.0,416.0
54011032,Barra da Tijuca,Entire home/apt,4,1.0,1.0,2.0,300.0
54011126,Botafogo,Entire home/apt,3,2.0,2.0,1.0,1200.0
54011637,Botafogo,Entire home/apt,4,1.0,1.0,2.0,230.0
54038265,Rocha,Entire home/apt,4,1.0,2.0,2.0,237.0
54039299,Copacabana,Entire home/apt,2,1.0,1.0,1.0,500.0
54039751,Copacabana,Entire home/apt,2,1.0,1.0,1.0,880.0
54040442,Jardim Guanabara,Entire home/apt,10,4.5,4.0,10.0,1400.0
54040617,Copacabana,Entire home/apt,3,1.0,1.0,1.0,710.0
54040662,Ipanema,Entire home/apt,4,2.0,2.0,3.0,5359.0
54040667,Barra da Tijuca,Private room,2,1.0,1.0,1.0,5500.0
54044049,Copacabana,Private room,5,,2.0,,
54045886,Copacabana,Entire home/apt,5,1.0,1.0,3.0,2300.0
54046582,Barra da Tijuca,Entire home/apt,4,1.0,1.0,2.0,999.0
54011650,Copacabana,Entire home/apt,4,1.0,1.0,2.0,734.0
54012027,Copacabana,Entire home/apt,4,2.0,2.0,3.0,1357.0
54012312,Jacarepaguá,Entire home/apt,2,1.0,1.0,1.0,421.0
54013463,Centro,Private room,3,2.0,1.0,1.0,93.0
54013608,Copacabana,Entire home/apt,4,2.0,2.0,4.0,1150.0
54014021,Centro,Entire home/apt,2,,1.0,,
54014536,Barra da Tijuca,Entire home/apt,4,1.0,1.0,3.0,450.0
54015690,Centro,Entire home/apt,3,1.0,1.0,0.0,536.0
54016627,Copacabana,Private room,3,1.5,1.0,1.0,450.0
54016732,Copacabana,Private room,2,1.0,1.0,1.0,343.0
54017362,Copacabana,Entire home/apt,4,1.0,1.0,2.0,484.0
54047310,Leme,Entire home/apt,7,2.0,3.0,3.0,2167.0
54047759,Camorim,Entire home/apt,2,1.0,1.0,1.0,844.0
54047787,Camorim,Entire home/apt,2,1.0,1.0,1.0,790.0
54047925,Copacabana,Entire home/apt,3,1.0,1.0,2.0,1500.0
54050183,Copacabana,Entire home/apt,4,1.5,1.0,3.0,1800.0
54052548,Ipanema,Entire home/apt,2,2.0,1.0,1.0,350.0
54052924,Humaitá,Entire home/apt,2,1.0,1.0,2.0,397.0
54053488,Barra da Tijuca,Entire home/apt,2,1.0,1.0,1.0,929.0
54055635,Barra da Tijuca,Entire home/apt,3,2.5,2.0,2.0,886.0
54017550,Jacarepaguá,Entire home/apt,4,2.0,1.0,2.0,3500.0
54017785,Ipanema,Entire home/apt,4,1.0,1.0,2.0,1800.0
54018245,Copacabana,Entire home/apt,4,1.0,1.0,2.0,800.0
54018348,Tijuca,Private room,4,4.0,1.0,6.0,723.0
54018398,Tijuca,Private room,2,4.0,1.0,1.0,560.0
54018699,Ipanema,Entire home/apt,6,1.0,2.0,3.0,1095.0
54018968,Tijuca,Private room,6,1.0,3.0,3.0,800.0
54113633,Recreio dos Bandeirantes,Entire home/apt,8,2.0,2.0,4.0,1114.0
54114524,Copacabana,Entire home/apt,4,1.0,1.0,3.0,294.0
54117460,Barra da Tijuca,Entire home/apt,4,1.5,2.0,2.0,483.0
54120906,Ipanema,Entire home/apt,4,2.0,2.0,4.0,2719.0
54121420,Copacabana,Entire home/apt,5,1.0,2.0,5.0,814.0
54056071,Centro,Entire home/apt,2,1.0,1.0,0.0,289.0
54056118,Taquara,Private room,2,1.0,1.0,1.0,300.0
54056845,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1137.0
54057508,Botafogo,Entire home/apt,6,,2.0,,
54057990,Jacarepaguá,Entire home/apt,5,2.0,3.0,4.0,970.0
54058214,Ipanema,Entire home/apt,6,2.0,2.0,3.0,2330.0
54058289,Copacabana,Private room,2,1.0,1.0,1.0,710.0
54065061,Copacabana,Entire home/apt,1,1.0,1.0,1.0,215.0
54065832,Copacabana,Entire home/apt,4,1.0,3.0,2.0,450.0
54066241,Ipanema,Entire home/apt,2,1.0,1.0,2.0,2459.0
54066338,Barra da Tijuca,Entire home/apt,2,1.0,1.0,1.0,215.0
54067798,Copacabana,Private room,1,1.0,1.0,1.0,128.0
54121610,Copacabana,Entire home/apt,6,2.0,3.0,3.0,1807.0
54124837,Ipanema,Entire home/apt,4,1.0,2.0,2.0,1771.0
54125284,Curicica,Private room,3,1.0,1.0,1.0,593.0
54125692,Recreio dos Bandeirantes,Private room,1,1.0,1.0,1.0,120.0
54127431,Paquetá,Entire home/apt,5,1.0,2.0,8.0,600.0
54127779,Copacabana,Entire home/apt,2,2.0,1.0,1.0,936.0
54129152,São Conrado,Entire home/apt,2,1.0,1.0,1.0,636.0
54068171,Copacabana,Entire home/apt,6,2.0,1.0,2.0,17018.0
54068328,Urca,Entire home/apt,2,1.0,1.0,3.0,700.0
54069204,Copacabana,Entire home/apt,4,1.0,2.0,2.0,1250.0
54070672,Ipanema,Entire home/apt,6,2.5,2.0,3.0,1492.0
54071871,Camorim,Entire home/apt,2,2.0,2.0,1.0,908.0
54072155,Camorim,Entire home/apt,2,2.0,2.0,1.0,846.0
54072346,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1290.0
54074199,Copacabana,Entire home/apt,3,1.0,1.0,2.0,150.0
54076354,Ipanema,Entire home/apt,6,1.5,2.0,4.0,771.0
54076647,Centro,Entire home/apt,4,1.0,1.0,2.0,231.0
54076911,Vidigal,Private room,2,1.0,1.0,2.0,604.0
54129803,Copacabana,Entire home/apt,4,1.0,2.0,2.0,1571.0
54135988,Campo Grande,Entire home/apt,2,1.0,1.0,1.0,250.0
54137171,Copacabana,Entire home/apt,5,3.5,2.0,2.0,1600.0
54138080,Copacabana,Entire home/apt,2,1.5,1.0,1.0,1200.0
54142423,Recreio dos Bandeirantes,Entire home/apt,5,1.0,2.0,4.0,605.0
54144829,Ipanema,Entire home/apt,4,2.0,2.0,2.0,4853.0
54144839,Centro,Entire home/apt,4,1.0,1.0,2.0,796.0
54144877,Copacabana,Entire home/apt,4,2.0,2.0,3.0,714.0
54145767,Ipanema,Entire home/apt,5,,3.0,,
54077076,Copacabana,Entire home/apt,3,1.0,1.0,2.0,674.0
54077973,Copacabana,Entire home/apt,3,1.0,1.0,1.0,593.0
54079613,Copacabana,Entire home/apt,4,1.0,1.0,2.0,440.0
54080137,Vargem Pequena,Entire home/apt,6,3.0,2.0,4.0,879.0
54081966,Jacarepaguá,Entire home/apt,6,0.0,0.0,5.0,529.0
54082838,Cosme Velho,Shared room,1,3.0,1.0,1.0,120.0
54082906,Santa Teresa,Private room,2,1.0,1.0,1.0,350.0
54082911,Cosme Velho,Shared room,1,3.0,1.0,1.0,90.0
54082938,Cosme Velho,Shared room,1,3.0,1.0,1.0,120.0
54082988,Cosme Velho,Shared room,1,3.0,1.0,1.0,120.0
54145827,Jacarepaguá,Entire home/apt,4,1.0,2.0,2.0,755.0
54147305,Recreio dos Bandeirantes,Entire home/apt,2,0.0,1.0,2.0,120.0
54148349,Copacabana,Entire home/apt,4,3.0,2.0,2.0,1938.0
54150283,Barra da Tijuca,Entire home/apt,2,1.0,1.0,2.0,1450.0
54150447,Santa Teresa,Entire home/apt,3,2.0,2.0,2.0,210.0
54083915,Copacabana,Entire home/apt,3,1.0,1.0,1.0,975.0
54085044,Copacabana,Entire home/apt,4,1.5,1.0,2.0,1357.0
54088247,Vidigal,Entire home/apt,4,1.0,1.0,2.0,421.0
54091686,Botafogo,Entire home/apt,4,1.0,2.0,2.0,740.0
54094350,Camorim,Entire home/apt,2,1.0,1.0,1.0,768.0
54094448,Ipanema,Entire home/apt,4,1.5,2.0,1.0,683.0
54094980,Ipanema,Entire home/apt,5,1.0,1.0,3.0,951.0
54095534,Flamengo,Entire home/apt,2,1.0,1.0,1.0,626.0
54096309,Tijuca,Private room,2,2.0,1.0,1.0,171.0
54096579,Camorim,Entire home/apt,1,,1.0,,
54150559,Recreio dos Bandeirantes,Entire home/apt,6,0.0,0.0,2.0,1076.0
54155523,Ipanema,Private room,3,1.5,1.0,1.0,250.0
54155987,Ipanema,Entire home/apt,3,1.5,1.0,2.0,1171.0
54156728,Santa Teresa,Entire home/apt,4,1.0,1.0,2.0,1023.0
54157078,Ipanema,Entire home/apt,2,1.0,1.0,1.0,979.0
54159392,Leblon,Entire home/apt,4,1.0,1.0,2.0,844.0
54160599,Leblon,Entire home/apt,2,1.0,1.0,1.0,1741.0
54100742,Copacabana,Entire home/apt,4,,2.0,,
54101288,Ipanema,Entire home/apt,4,1.0,1.0,2.0,4677.0
54105538,Jacarepaguá,Entire home/apt,2,1.0,1.0,2.0,400.0
54106382,Coelho Neto,Private room,2,1.0,1.0,1.0,70.0
54106540,Copacabana,Entire home/apt,3,1.0,1.0,1.0,643.0
